序号,原书页码,原词条,lexeme_uid,lemma,pos,ipa,english,spanish,chinese,example_fr,example_en,example_es,example_zh,review_status
792,223,Strasbourg,fr:strasbourg:proper_noun:1,Strasbourg,proper_noun,/stʁas.buʁ/,"Strasbourg (the capital city of Bas-Rhin department, France; the capital city of the region of Grand Est)",Estrasburgo,斯特拉斯堡（法国阿尔萨斯大区下莱茵省首府，欧洲议会所在地）,Je connais bien Strasbourg.,I know Strasbourg well.,Conozco bien Estrasburgo.,我很了解斯特拉斯堡。,machine-assisted
793,223,stress,fr:stress:noun:1,stress,noun,/stʁɛs/,stress (emotional pressure),estrés,压力，紧张,Voici le stress.,Here it is.,Aquí está.,这是压力。,machine-assisted
794,223,sucre,fr:sucre:noun:1,sucre,noun,/sykʁ/,sugar,azúcar,糖,Voici le sucre.,Here it is.,Aquí está.,这是糖。,machine-assisted
795,223,sud,fr:sud:noun:1,sud,noun,/syd/,south,sur,南，南边，南方,Voici le sud.,Here it is.,Aquí está.,这是南。,machine-assisted
796,223,Suisse,fr:suisse:proper_noun:1,Suisse,proper_noun,/sɥis/,Switzerland (a country in Western Europe and Central Europe),suiza,瑞士,Je connais bien Suisse.,I know Switzerland well.,Conozco bien Suiza.,我很了解瑞士。,machine-assisted
797,223,suivre,fr:suivre:verb:1,suivre,verb,/sɥivʁ/,to follow (literal sense),seguir,跟随,Je vais suivre le guide.,I am going to follow the guide.,Voy a seguir al guía.,我要跟着导游走。,machine-assisted
798,223,super,fr:super:adjective:1,super,adjective,/sy.pɛʁ/,"superb, great",súper,棒极了，最棒的,C’est quelque chose de super.,"It is something superb, great.",Es algo súper.,这是一件伟大的事情。,machine-assisted
799,223,supermarché,fr:supermarché:noun:1,supermarché,noun,/sy.pɛʁ.maʁ.ʃe/,supermarket,supermercado,超市,On parle du supermarché.,We are talking about it.,Estamos hablando de ello.,我们正在谈论超市。,machine-assisted
800,223,supprimer,fr:supprimer:verb:1,supprimer,verb,/sy.pʁi.me/,to delete,suprimir,除去，除掉,Je vais supprimer ce fichier.,I am going to delete this file.,Voy a suprimir este archivo.,我将删除这个文件。,machine-assisted
801,223,sur,fr:sur:preposition:1,sur,preposition,/syʁ/,"on, upon","en, en casa de, sobre, encima de",在…上面；（表示相关）关于，对于,Le livre est sur la table.,The book is on the table.,El libro está sobre la mesa.,这本书在桌子上。,machine-assisted
802,223,sûr(e),fr:sûr:adjective:1,sûr,adjective,/syʁ/,"sure, certain",seguro,确信的，肯定的；有把握的,C’est quelque chose de sûr.,"It is something sure, certain.",Es algo seguro.,这是肯定的事情。,machine-assisted
803,223,bien sûr,fr:bien sûr:adverb:1,bien sûr,adverb,/bjɛ̃ syʁ/,of course,por supuesto,当然（语气词）,"Bien sûr, je peux vous aider.","Of course, I can help you.","Claro, puedo ayudarle.",我当然可以帮助你。,machine-assisted
804,223,surprise,fr:surprise:noun:1,surprise,noun,/syʁ.pʁiz/,surprise (something unexpected),sorpresa,惊喜,On parle de la surprise.,We are talking about it.,Estamos hablando de ello.,我们正在谈论惊喜。,machine-assisted
805,223,symbole,fr:symbole:noun:1,symbole,noun,/sɛ̃.bɔl/,symbol (all meanings),símbolo,象征，标志，符号,On parle du symbole.,We are talking about it.,Estamos hablando de ello.,我们正在谈论象征。,machine-assisted
806,223,sympa,fr:sympa:adjective:1,sympa,adjective,/sɛ̃.pa/,nice; likeable,simpático,《俗》讨人喜欢的；友好的,C’est quelque chose de sympa.,It is something nice.,Es algo simpático.,这是一件好事。,machine-assisted
807,223,table,fr:table:noun:1,table,noun,/tabl/,table (furniture with a top surface to accommodate a variety of uses),mesa,桌子,Voici la table.,Here it is.,Aquí está.,这是桌子。,machine-assisted
808,223,tableau,fr:tableau:noun:1,tableau,noun,/ta.blo/,painting,cuadro,画,Voici le tableau.,Here it is.,Aquí está.,这是画。,machine-assisted
809,223,tableau,fr:tableau:noun:2,tableau,noun,/ta.blo/,table (arrangement of rows and columns),tabla; cuadro,表，表格,On parle du tableau.,We are talking about it.,Estamos hablando de ello.,我们正在谈论表。,machine-assisted
810,223,taille,fr:taille:noun:1,taille,noun,/taj/,"the act of cutting, pruning, trimming","talla, estatura, tamaño",（成衣的）尺码，号码,On parle de la taille.,We are talking about it.,Estamos hablando de ello.,我们正在谈论（成衣的）尺码。,machine-assisted
811,223,tapis,fr:tapis:noun:1,tapis,noun,/ta.pi/,carpet; mat; rug,alfombra,地毯,On parle du tapis.,We are talking about it.,Estamos hablando de ello.,我们正在谈论地毯。,machine-assisted
812,223,tard,fr:tard:adverb:1,tard,adverb,/taʁ/,late,tarde,晚,Il rentre tard le soir.,He comes home late in the evening.,Vuelve tarde por la noche.,他晚上很晚才回家。,machine-assisted
813,223,tarif,fr:tarif:noun:1,tarif,noun,/ta.ʁif/,price (usually of a service),tarifa,定价,Voici le tarif.,Here it is.,Aquí está.,这是定价。,machine-assisted
814,223,taxi,fr:taxi:noun:1,taxi,noun,/tak.si/,taxi,taxi,出租车,Voici le taxi.,Here it is.,Aquí está.,这是出租车。,machine-assisted
815,223,tee-shirt,fr:tee-shirt:noun:1,tee-shirt,noun,/ti.ʃɛʁt/,T-shirt,camiseta,T恤衫,On parle du tee-shirt.,We are talking about it.,Estamos hablando de ello.,我们正在谈论T恤衫。,machine-assisted
816,223,téléphone,fr:téléphone:noun:1,téléphone,noun,/te.le.fɔn/,telephone,teléfono,电话；电话机,Voici le téléphone.,Here it is.,Aquí está.,这是电话。,machine-assisted
817,223,téléphoner,fr:téléphoner:verb:1,téléphoner,verb,/te.le.fɔ.ne/,"to call, to ring, to telephone",telefonear,打电话,Je vais téléphoner à ma sœur.,I am going to call my sister.,Voy a llamar por teléfono a mi hermana.,我要给我姐姐打电话。,machine-assisted
818,223,téléphoner à qn,fr:téléphoner à:verb:1,téléphoner à,verb,/te.le.fɔ.ne/,to phone; to call,llamar por teléfono a,给某人打电话,Je téléphone à ma sœur.,I am calling my sister.,Llamo por teléfono a mi hermana.,我给姐姐打电话。,machine-assisted
819,223,télévision,fr:télévision:noun:1,télévision,noun,/te.le.vi.zjɔ̃/,television,televisión,电视；电视机；电视行业,Voici la télévision.,Here it is.,Aquí está.,这是电视。,machine-assisted
820,223,témoignage,fr:témoignage:noun:1,témoignage,noun,/te.mwa.ɲaʒ/,testimony,testimonio,见证，证词,Voici le témoignage.,Here it is.,Aquí está.,这是见证。,machine-assisted
821,223,température,fr:température:noun:1,température,noun,/tɑ̃.pe.ʁa.tyʁ/,temperature,temperatura,温度,Voici la température.,Here it is.,Aquí está.,这是温度。,machine-assisted
822,223,temps,fr:temps:noun:1,temps,noun,/tɑ̃/,time (in general),tiempo,天气,On parle du temps.,We are talking about it.,Estamos hablando de ello.,我们正在谈论天气。,machine-assisted
823,223,tenir,fr:tenir:verb:1,tenir,verb,/tə.niʁ/,to hold,sostener,拿着,Je vais tenir le sac.,I am going to hold the bag.,Voy a sostener la bolsa.,我会拿着袋子。,machine-assisted
824,223,tennis,fr:tennis:noun:1,tennis,noun,/tɛ.nis/,tennis,tenis,网球（运动）,On parle du tennis.,We are talking about it.,Estamos hablando de ello.,我们正在谈论网球（运动）。,machine-assisted
825,223,terminer(se),fr:terminer:verb:1,terminer,verb,/tɛʁ.mi.ne/,to finish,terminar,结束,Je vais terminer ce travail.,I am going to finish this work.,Voy a terminar este trabajo.,我会完成这项工作。,machine-assisted
826,223,terrasse,fr:terrasse:noun:1,terrasse,noun,/tɛ.ʁas/,terrace,terraza,露台，晒台，大阳台；（咖啡馆、餐馆设在人行道上的）露天加座,On parle de la terrasse.,We are talking about it.,Estamos hablando de ello.,我们正在谈论露台。,machine-assisted
827,224,terrible,fr:terrible:adjective:1,terrible,adjective,/tɛ.ʁibl/,terrible,terrible,可怕的，骇人的,C’est quelque chose de terrible.,It is something terrible.,Es algo terrible.,这是一件可怕的事情。,machine-assisted
828,224,terrifié(e),fr:terrifié:adjective:1,terrifié,adjective,/tɛʁifjˈe/,terrified,aterrorizado,吓坏了的,C’est quelque chose de terrifié.,It is something terrified.,Es algo aterrorizado.,这是受惊吓的。,machine-assisted
829,224,texte,fr:texte:noun:1,texte,noun,/tɛkst/,text (piece of writing),texto,歌词（与音乐相对）；文本,Voici le texte.,Here it is.,Aquí está.,这是歌词（与音乐相对）。,machine-assisted
830,224,TGV,fr:tgv:noun:1,TGV,noun,/te.ʒe.ve/,initialism of train à grande vitesse,TGV,法国高速列车,On parle du TGV.,We are talking about it.,Estamos hablando de ello.,我们正在谈论法国高速列车。,machine-assisted
831,224,thé,fr:thé:noun:1,thé,noun,/te/,tea (especially made from leaves of the tea plant),té,（泡好的）茶；茶叶,On parle du thé.,We are talking about it.,Estamos hablando de ello.,我们正在谈论（泡好的）茶。,machine-assisted
832,224,théâtre,fr:théâtre:noun:1,théâtre,noun,/te.ɑtʁ/,theatre (venue for performing plays and drama; performing art form),teatro,剧场；戏剧；戏剧艺术,Voici le théâtre.,Here it is.,Aquí está.,这是剧场。,machine-assisted
833,224,toilette,fr:toilette:noun:1,toilette,noun,/twa.lɛt/,toilet,baño,梳洗，盥洗；梳妆，打扮；卫生间，厕所,Voici la toilette.,Here it is.,Aquí está.,这是梳洗。,machine-assisted
834,224,tomber,fr:tomber:verb:1,tomber,verb,/tɔ̃.be/,to fall,caer,跌落，落下,La neige va tomber cette nuit.,Snow is going to fall tonight.,Va a nevar esta noche.,今晚会下雪。,machine-assisted
835,224,tôt,fr:tôt:adverb:1,tôt,adverb,/to/,early,temprano,早,Je me lève tôt.,I get up early.,Me levanto temprano.,我起得很早。,machine-assisted
836,224,toujours,fr:toujours:adverb:1,toujours,adverb,/tu.ʒuʁ/,always,siempre,一直，总是,Il arrive toujours à l’heure.,He always arrives on time.,Siempre llega a tiempo.,他总是准时到达。,machine-assisted
837,224,tour,fr:tour:noun:1,tour,noun,/tuʁ/,tower,torre (edificación; pieza de ajedrez),塔，细高建筑物,Voici la tour.,Here it is.,Aquí está.,这是塔。,machine-assisted
838,224,tourisme,fr:tourisme:noun:1,tourisme,noun,/tu.ʁism/,tourism,turismo,旅游业,Voici le tourisme.,Here it is.,Aquí está.,这是旅游业。,machine-assisted
839,224,"tout (toute, tous, toutes)",fr:tout:adverb:1,tout,adverb,/tu/,all,totalmente,全部；所有；完全；很,Tout va bien.,Everything is fine.,Todo va bien.,一切都很好。,machine-assisted
840,224,tout de suite,fr:tout de suite:adverb:1,tout de suite,adverb,/tu də sɥit/,"immediately, right away",seguidamente,立即，马上,J’arrive tout de suite.,I am coming right away.,Voy enseguida.,我马上就到。,machine-assisted
841,224,train,fr:train:noun:1,train,noun,/tʁɛ̃/,train (rail mounted vehicle),tren,火车,Voici le train.,Here it is.,Aquí está.,这是火车。,machine-assisted
842,224,tranquille,fr:tranquille:adjective:1,tranquille,adjective,/tʁɑ̃.kil/,"calm, quiet, tranquil, still, peaceful, serene",tranquilo,安静的,C’est quelque chose de tranquille.,"It is something calm, quiet, tranquil, still, peaceful, serene.",Es algo tranquilo.,这是一件平静的事情。,machine-assisted
843,224,travail (travaux),fr:travail:noun:1,travail,noun,/tʁa.vaj/,work; labor,trabajo,工作；工程,On parle du travail.,We are talking about it.,Estamos hablando de ello.,我们正在谈论工作。,machine-assisted
844,224,faire des travaux,fr:faire des travaux:verb:1,faire des travaux,verb,/fɛʁ/,to have renovation work done,hacer obras,装修，翻修,Ils font des travaux dans la cuisine.,They are renovating the kitchen.,Están haciendo obras en la cocina.,他们正在翻修厨房。,machine-assisted
845,224,travailler,fr:travailler:verb:1,travailler,verb,/tʁa.va.je/,to work,trabajar,工作,Elle travaille dans un café.,She works in a café.,Ella trabaja en una cafetería.,她在一家咖啡馆工作。,seed-reviewed
846,224,traverser,fr:traverser:verb:1,traverser,verb,/tʁa.vɛʁ.se/,"to cross, to go across",atravesar,穿越，穿过,Je vais traverser la rue.,I am going to cross the street.,Voy a atravesar la calle.,我要过马路。,machine-assisted
847,224,très,fr:très:adverb:1,très,adverb,/tʁɛ/,very,muy,很，极，非常,Ce livre est très facile.,This book is very easy.,Este libro es muy fácil.,这本书非常简单。,seed-reviewed
848,224,triomphe,fr:triomphe:noun:1,triomphe,noun,/tʁi.jɔ̃f/,triumph,triunfo,胜利，凯旋,Voici le triomphe.,Here it is.,Aquí está.,这是胜利。,machine-assisted
849,224,troisième,fr:troisième:adjective:1,troisième,adjective,/tʁwa.zjɛm/,third,tercero,第三的,C’est quelque chose de troisième.,It is something third.,Es algo tercero.,这是第三种东西。,machine-assisted
850,224,trop,fr:trop:adverb:1,trop,adverb,/tʁo/,too; too much,demasiado,过多地,Ce sac est trop lourd.,This bag is too heavy.,Esta bolsa pesa demasiado.,这个包太重了。,machine-assisted
851,224,trouver,fr:trouver:verb:1,trouver,verb,/tʁu.ve/,"to find; to retrieve something lost, turn up something hidden, or encounter something previously unknown to one","encontrar, hallar (o intencionalmente o accidentalmente)",找到，发现；感到，觉得，认为，以为,Je vais trouver une solution.,I am going to find a solution.,Voy a encontrar una solución.,我会找到解决办法的。,machine-assisted
852,224,type,fr:type:noun:1,type,noun,/tip/,"type; sort, kind",tipo,类型，型；种,Voici le type.,Here it is.,Aquí está.,这是类型。,machine-assisted
853,224,utiliser,fr:utiliser:verb:1,utiliser,verb,/y.ti.li.ze/,"to use, to utilize",utilizar,使用,Je vais utiliser ce téléphone.,I am going to use this phone.,Voy a utilizar este teléfono.,我要使用这部电话。,machine-assisted
854,224,vacances,fr:vacances:noun:1,vacances,noun,/va.kɑ̃s/,holidays; vacation,vacaciones,假期,Voici les vacances.,Here it is.,Aquí está.,这些是假期。,machine-assisted
855,224,vélo,fr:vélo:noun:1,vélo,noun,/ve.lo/,"bike, bicycle, cycle",bicicleta,自行车,Voici le vélo.,Here it is.,Aquí está.,这是自行车。,machine-assisted
856,224,Vendôme,fr:vendôme:proper_noun:1,Vendôme,proper_noun,/vɑ̃.dom/,"Vendôme (a town and commune of Loir-et-Cher department, Centre-Val de Loire, France)",Vendôme,旺多姆（法国）,Je connais bien Vendôme.,I know Vendôme well.,Conozco bien Vendôme.,我很了解旺多姆。,machine-assisted
857,224,vendre,fr:vendre:verb:1,vendre,verb,/vɑ̃dʁ/,to sell,vender,卖；销售,Je vais vendre ma maison.,I am going to sell my house.,Voy a vender mi casa.,我要卖掉我的房子。,machine-assisted
858,224,vendredi,fr:vendredi:noun:1,vendredi,noun,/vɑ̃.dʁə.di/,Friday,viernes,周五,Nous dînons ensemble vendredi.,We are having dinner together on Friday.,Cenamos juntos el viernes.,星期五我们一起吃晚饭。,machine-assisted
859,224,venir,fr:venir:verb:1,venir,verb,/və.niʁ/,to come (to move from one place to another that is nearer the speaker),venir,来,Paul va venir avec nous.,Paul is going to come with us.,Paul va a venir con nosotros.,保罗会和我们一起来。,machine-assisted
860,224,verre,fr:verre:noun:1,verre,noun,/vɛʁ/,glass (substance),"cristal, vidrio",玻璃杯,Voici le verre.,Here it is.,Aquí está.,这是玻璃杯。,machine-assisted
861,224,vers,fr:vers:preposition:1,vers,preposition,/vɛʁ/,towards,hacia,将近，接近（指时间）；朝，向…（指具体方向）,Nous marchons vers la gare.,We are walking toward the station.,Caminamos hacia la estación.,我们朝车站走去。,machine-assisted
862,224,vert(e),fr:vert:noun:1,vert,noun,/vɛʁ/,green,"campo, campiña",青的，绿色的,On parle du vert.,We are talking about it.,Estamos hablando de ello.,我们正在谈论青的。,machine-assisted
863,224,vêtement,fr:vêtement:noun:1,vêtement,noun,/vɛt.mɑ̃/,"garment, item of clothing",indumentaria,衣服，服装，衣裳,On parle du vêtement.,We are talking about it.,Estamos hablando de ello.,我们正在谈论衣服。,machine-assisted
